as.vector.log.thetas.	as.vector.coverage.probs.
5.29420829685774	0.95
5.59508839327327	0.95
3.88773397760337	0.95
6.56164167336618	1
4.54428699346526	1
3.99002455518261	1
4.76437530941681	0.9
5.91651032324691	0.95
1.89153610455485	0.9
3.35967089100947	1
5.83974029491314	0.95
2.60813544671942	0.85
6.04749084906972	0.95
5.11497088756436	0.9
5.3803439683957	0.9
2.1268164781795	1
4.27693652976955	0.9
5.72129655407931	0.95
5.20588390565568	0.95
3.18175942613728	0.95
4.92369494354915	1
3.04307632641574	0.95
2.14630843396315	0.95
2.88133592464513	0.9
6.67613980378353	0.9
7.17859754833446	0.9
7.11613323145947	0.95
4.62906826979009	0.7
4.919673362414	1
2.10662343221158	0.95
6.49430091627572	0.9
6.17154512854668	0.85
9.03292789188203	0.85
4.33561073870193	0.9
7.04427629558643	1
5.63453396509341	1
1.82126955869212	0.85
6.33941303542712	0.95
5.08316995080103	0.8
4.92699890783523	0.8
5.9694879671008	0.95
2.09997527468862	0.95
6.94309814360283	0.95
4.85980304873078	0.95
7.06453909194127	1
3.80274537203975	0.9
3.94227369312934	0.95
4.83971510010086	0.9
4.72657006501935	1
5.92888900469165	0.95
3.00752828374652	1
5.79694937410959	0.95
4.5538256665371	0.95
1.40688820485797	1
8.20090089952329	0.9
3.645658300713	0.85
3.21144008057862	0.95
2.65240963750182	0.95
3.85371717960782	1
1.96112756422255	0.9
5.0578885411944	1
5.7351870224686	1
2.34739215231299	0.95
4.76329139362836	1
5.46179897461135	0.9
2.17239540496856	0.95
6.19182925249229	0.95
3.25079894952184	0.9
5.35111042316425	1
6.50226188300345	0.9
3.61395840670815	1
5.01534525873429	0.95
6.03365764674383	1
5.86240262844399	1
6.2160454894658	0.9
5.84805444536576	0.95
5.11153912775186	0.85
3.44594623718406	1
1.18604261873219	0.95
4.15409350101491	1
5.68678851380448	0.95
4.94843045667072	0.95
4.21959696673257	0.9
2.81738382449542	1
6.70585752932676	1
7.7945130960573	0.95
4.77479525208398	0.95
6.19037093996686	1
3.2612009151296	0.95
3.45678746058142	0.9
4.66549559642052	1
6.31604760308257	0.85
3.69186227038122	0.9
2.04606381427194	1
4.51446527631108	0.95
3.68492508844288	1
7.44513272771756	0.95
5.88900411328151	1
5.37009533228341	0.95
5.85925615288083	1
6.51593052434272	0.95
5.37278894531573	0.95
6.1641733169068	0.95
5.10659443844702	0.85
7.34626682923142	0.95
4.12528781943839	1
5.7803994882054	0.95
6.99196827402505	0.95
7.71176952689631	0.95
4.22525573241951	1
7.25718487689738	0.95
3.99102483957561	0.95
6.65655591840174	0.9
5.27759195550388	1
4.34583389087942	0.95
3.70408922943252	1
5.42104785398973	0.95
0.362745502662253	0.95
4.238573120818	0.95
5.44050612480807	1
5.38845655014987	0.9
4.58809485686557	0.9
5.2728570195038	1
6.15099080601452	1
3.14766931243747	0.9
7.5597024270091	0.95
4.89501164496295	1
4.39542557988545	0.95
7.25838217197676	1
3.50351554049475	1
4.64425358740307	1
3.39221947417668	0.95
4.4041632173891	0.95
4.53547352909517	1
3.90385744522689	0.95
7.84312088016279	1
2.03671941446306	1
3.41693191419893	0.95
6.04303958776689	1
4.60184110610474	1
3.69458340614063	0.9
4.74871174764719	1
5.30360707296384	0.95
7.16595039195206	0.95
7.44318901901553	1
2.51880617878459	1
4.0879163081128	0.95
7.49699868902781	0.95
4.65077237793299	0.9
6.65642339316675	0.95
5.80301980884045	0.9
6.06703355861039	0.95
4.67188426941281	0.85
6.64664105038744	1
5.28645556207279	0.9
1.69995593694851	0.95
3.11326891315346	0.95
4.18015298767609	1
5.00008977883931	1
2.26583597518902	1
4.6831356516572	1
3.92905534070026	1
3.30697374357683	0.9
2.82317015084124	1
5.09403608171702	0.85
5.35036854053994	0.95
3.10993966057819	0.95
3.60003192429182	0.9
5.656372483759	1
5.36520974277007	0.9
6.8228728353071	0.95
6.70167729845959	0.95
5.70521434590508	0.9
6.63446719783284	0.85
4.23212081357425	0.95
7.44960782790838	1
5.3225121647772	1
9.81175745116524	1
3.99646419118453	0.95
3.80302291529871	0.85
4.25677948290731	1
9.1046023710813	0.9
4.69248992420738	1
4.26930926357277	1
2.78543473344822	1
1.98413025001071	1
7.9398739054567	0.95
4.13168113157978	0.9
3.51596593143788	0.85
6.83865357708843	0.9
8.0810700809036	1
6.5301576726059	0.85
3.64482170702424	1
4.57470891942818	0.95
5.2838333840999	1
2.02412792872652	1
2.55971225253435	1
6.00880827673106	0.95
5.94038010135146	1
4.89563099672357	1
3.5908633942933	1
6.29045716735122	0.95
5.77655732505247	0.95
4.37781771922736	0.9
6.02655380625547	0.9
3.98528896754691	1
3.10721840341956	1
4.05419522440707	0.95
5.17196259816711	1
4.90979956925467	1
5.71325068856906	1
4.89830014016901	1
2.8289228353521	0.8
5.08474376182998	0.95
5.22919392071622	0.9
3.64585526047536	0.95
7.12858562656835	1
7.1006547926782	0.9
1.73274692038831	1
6.74009668135793	1
2.61551045293933	1
7.85009686918873	0.95
1.82414345541855	1
4.10330623919684	0.9
7.02031894163909	0.95
5.86943532180801	0.95
5.07764834784091	1
1.92274697623767	0.95
4.8200436497387	1
6.33906886414169	0.95
5.97361677544285	1
7.28706199549279	0.9
3.22548849617909	1
5.27548815576972	0.95
4.55658415010045	0.95
4.63476222268573	1
6.93765206930974	1
6.4203519687148	0.9
7.27621828676629	0.95
5.86119847464031	0.95
8.52893819664997	1
6.67115583588949	1
5.43533077534415	1
5.62682427628834	1
5.09561493718886	0.9
2.38935976329994	0.9
3.6223898644702	0.95
5.26175732327312	0.85
5.02189881611601	0.85
9.40596740633169	0.95
5.36855711548946	1
5.16700789084598	0.95
5.75936241798353	1
4.45371748017251	0.95
6.15187464565582	0.9
5.82939612139608	0.9
6.39507528477914	0.95
5.23067629726136	0.95
3.35965142646049	0.95
3.83073784386425	0.85
6.36873275831766	1
3.57775514237045	0.95
3.69197039912465	0.75
6.32697816844687	1
6.99929255111562	0.8
1.28020798627281	0.95
5.41158797702694	0.95
5.67128386706256	0.95
4.54478890302484	0.9
6.25873665294082	0.9
2.2379035834809	0.95
5.49664394067698	0.95
6.8456841731108	1
4.9049673023583	0.8
3.74576534421915	0.95
5.91008788079334	0.95
6.74513526129434	1
3.43467442205101	0.95
3.51059878510544	0.95
6.67188541607247	0.95
6.42140930582629	1
3.09290682248891	0.9
4.688524929278	1
4.86733062265738	0.95
3.18188254496996	0.85
1.63014499717211	0.95
6.09647941348931	0.95
4.66251315832375	0.95
6.40315686391662	0.8
0.847781468980873	0.95
5.08154059389439	0.9
6.31933704392752	1
8.5795766268381	1
4.84039547664541	1
5.42931576661204	0.95
5.93135365658436	1
3.77543702303413	1
2.88077960951148	0.85
3.8218037368884	0.95
5.64977336026112	0.9
3.87677872238134	0.9
6.69427039416152	0.9
6.08014546228268	1
4.50825163132133	0.95
5.65772111851533	0.95
5.41657421348516	1
5.69642642560662	1
5.08086761709235	1
5.73167681219783	1
3.98941639418694	0.9
5.08836034044391	0.9
1.70027585411083	1
2.8996399168408	0.9
7.30152097047034	0.9
5.87466907507157	0.9
4.6515798915071	0.95
3.89364891177369	0.9
6.35176689245842	1
5.59182747706541	0.9
6.85951475848539	0.95
2.2206080946516	1
5.50115634462395	1
7.36701333989182	0.95
1.6251245035838	1
3.60382993803899	0.95
4.69763039371548	1
3.01018778828391	0.95
6.46330636195647	1
3.47725981931566	1
5.35742788845604	1
5.58299269451509	0.85
5.13875157062405	0.95
5.79315114994928	0.9
7.33072100748917	0.95
5.47094247279991	0.95
4.71505060226536	0.9
7.82216158027701	0.8
6.24758403642364	1
6.6694652548625	0.95
4.93821312385933	1
4.40886789614015	1
3.54982465178287	1
3.67329265761842	0.9
7.51695667436824	0.9
6.28905709577277	0.95
1.75110428275339	1
6.20108207008243	1
4.54260100860432	0.95
6.46991916365959	1
5.31847428737555	0.95
5.72582100336021	0.95
3.48519236392237	0.95
6.16800871702285	0.9
8.37092678160918	0.9
2.43266534922664	0.95
5.90382589042053	1
2.99559868159337	0.95
4.63643492497243	0.95
6.16584781212019	0.95
6.6239538092682	0.95
5.08466192761706	0.95
7.66700075877863	0.95
7.63618510892423	0.85
3.53346049135597	0.95
2.34963074313931	0.95
6.67292658851635	0.85
4.3559784043516	0.95
4.71075982394155	1
4.98660541622343	0.9
5.77184899755297	0.9
8.04305774119366	1
5.51345487013888	0.95
4.17511834813052	0.9
4.95837791020328	0.95
5.9968212932271	0.95
5.20454080203377	1
6.00622680429352	0.95
3.13673129506815	0.95
6.90919442932454	0.95
1.39834437485975	1
4.0159027227407	1
5.21147647272733	0.9
3.97722990776934	1
4.91988355761182	0.95
6.55256205102515	1
5.14653682061022	0.95
8.13623940176774	0.9
3.14309296236268	1
4.78483454677101	0.9
3.8802941510261	0.95
6.57496516179963	0.95
4.71459627049073	0.95
7.08982479701776	0.85
0.980171744193225	1
2.57273213019268	0.95
4.08187048327175	0.9
4.68203219758158	0.9
5.48422675903735	1
6.26312718374206	0.95
6.23769299776844	1
3.78084300365514	1
2.31634376830889	0.9
6.27057830316149	1
2.55319915912209	0.85
2.27672582103335	1
7.30548652937723	1
1.93831231558342	0.95
3.04586721872813	1
4.26723585368869	0.95
4.22369286506006	0.9
5.49173644964668	0.9
6.62177244734441	1
5.04774474549801	1
2.44476269235472	1
7.15817548382991	1
3.60451589967716	1
4.61820318384831	0.95
5.86912099960494	0.95
5.99873077396616	1
8.01336726126784	1
4.16540392979278	0.85
4.7234556084726	0.95
3.98802657053676	0.95
4.61669060456901	0.95
2.78897210951772	0.95
5.98274090528684	0.95
4.42336497314114	1
5.11688732777041	1
4.52155762376303	0.9
5.46636308419727	0.8
5.52806276742965	0.9
4.00884578911717	1
5.20939256093732	1
4.19080222013169	1
3.88849986225127	0.95
6.8438128828509	0.95
3.97227473251168	0.95
6.45824915969311	0.8
5.18503490356892	0.85
3.75481267653817	1
3.29688423785346	0.8
5.11147666790613	0.85
5.20409765003579	0.9
6.03009529622151	0.95
4.85035851494968	1
5.87463453420563	0.95
4.46431448341906	0.85
2.18012858829116	0.95
5.12041275157692	1
7.56866969709251	0.9
5.58043313311733	0.9
7.59118309173152	0.95
7.29337419226929	0.9
2.34302217624073	1
4.63028575521226	1
5.39768811434523	0.9
6.96072655634227	0.9
6.07630594636707	0.85
7.82023404334295	0.9
4.80806231610689	0.9
4.80756325368767	0.95
6.17138127821523	0.95
5.06879473977192	1
4.3059727670656	1
4.07690755848773	1
1.60262748804238	0.85
5.59147427684746	1
1.38719036771162	0.95
6.44395602746473	0.95
5.29529705272074	0.95
6.83164398929289	0.9
3.21656201290379	1
5.62227255438355	1
4.62595691140687	1
7.0778424636987	1
2.90520889050421	0.85
3.86531976671001	0.95
6.9070370136302	0.95
5.04290472095224	0.85
5.29821241405385	1
7.40178479240749	0.95
6.41164127388731	0.85
5.0194902143684	0.95
6.5499047409268	0.95
5.09101713070578	0.95
4.83634514258873	0.85
1.74917349992924	0.95
4.80266653433054	0.95
3.48145316041902	1
2.44349753552428	0.8
7.42665535035919	0.9
5.35191979414262	0.95
4.66618567555874	1
4.13761579787921	0.85
5.12651330588674	0.9
6.89083243343154	0.95
7.44861660647114	1
5.59720536817067	1
4.32459723658228	1
3.54749829778427	1
4.57152180238469	1
3.875442785253	0.95
8.04872744879883	0.9
3.0534737405515	0.75
4.49273653711714	0.95
4.1006760421991	1
8.95545921203977	1
5.36681098943165	0.95
8.36529507062685	0.9
7.26605104134647	0.9
5.34630316052366	1
6.38677732794521	0.9
2.92743668821271	0.95
2.67525025596679	1
5.60760477921109	1
7.23855335840548	0.95
3.01534738798537	1
5.13716097106018	1
7.15148619021627	0.95
5.96121822610483	1
2.83008209436067	0.95
3.28888522347044	1
2.55781288129374	0.95
4.20001742114392	0.9
5.66378349775862	0.9
6.29256144258272	1
6.80427834410309	0.95
3.33354914156043	0.85
5.6552606446209	0.95
3.14516086123611	1
2.92974522079559	1
9.32050454377212	1
5.104667083801	0.95
3.91382785984869	1
6.7323434297146	0.85
5.33759782893903	1
1.58906099563306	0.95
6.02179862724244	0.85
6.02574045294194	0.9
5.42352863028322	0.9
5.59513623011288	0.85
4.30313482753945	0.95
7.71058290279533	0.95
6.55127768260858	1
8.15610267601854	1
4.0794036015406	0.9
5.6182377707176	0.9
3.87486379208227	1
2.92062383299375	0.9
2.49559433298242	0.95
5.24128515955987	0.9
1.36174864300586	0.85
7.20331112435144	0.9
4.59492809862585	0.95
7.14671983756268	0.95
4.67364018244089	1
5.26968199406734	0.95
3.05964829393096	0.8
4.36147374194125	1
2.72627245242909	1
7.06225185855264	1
6.59297428732267	1
3.93014613125045	0.95
6.43263324377889	0.9
3.90604685709634	0.9
5.55599260894206	0.9
1.06381106594194	1
5.24113343550412	1
6.21961803231737	0.9
7.46241462341962	1
5.83408016770434	0.95
5.05074116736325	1
3.85480487626717	1
4.18545209896106	0.95
3.11778438526915	0.95
3.63936652843197	0.95
3.61127890937042	1
1.20467588565504	1
5.3420929361733	0.95
7.66880659528412	0.95
2.28389452918514	0.95
4.86673226732442	0.95
5.61824666193357	0.9
5.13364404907003	0.95
1.91139440608873	0.95
6.31239610645691	1
3.91005594664443	1
7.17290558609361	1
4.99929596513692	0.95
5.07907992539323	0.95
6.56412968759143	0.95
5.78033485406477	0.9
4.72915730184565	0.9
5.56028854831426	0.95
5.17702648993772	0.85
5.32576434028575	1
4.31228751538353	0.85
2.55498690724998	1
7.7800664023085	0.85
5.74635823186956	0.95
6.11273553291625	0.95
4.31676358148989	0.9
3.23348664142977	1
5.70732615107792	0.95
8.06518775499788	0.95
6.26439670288169	0.95
4.89274137542882	0.85
5.56946764220424	1
4.10104390587828	0.95
4.80497872173214	0.9
6.10993367362081	0.95
6.74872924459348	0.9
5.00570619576256	0.9
7.67071910064242	0.9
4.3675501068382	0.9
4.41048115651152	0.95
2.6237050853892	1
5.32026413979959	0.95
4.42096119933225	0.95
3.58246731659471	0.95
5.63775542768562	1
5.01791300023966	1
3.37968158065126	0.95
4.3929280227212	1
4.53117279399502	1
5.06570055818297	0.9
4.49192497959565	0.9
1.82081742313583	1
4.53637476128739	0.95
5.87808888029697	1
3.20948953248734	0.95
4.7570064110834	1
4.20558871492951	0.95
7.81573725699547	0.95
5.63598820167463	0.95
3.36789445942145	0.9
4.49614627513978	0.9
8.22007001289215	1
5.43688641584426	0.95
3.0130841046207	0.95
8.39640939336672	0.9
3.45072263719678	0.9
2.87595993854322	0.95
7.67789627241996	0.95
4.35479217289495	1
4.25006489478275	0.95
5.2727347963412	0.9
4.03247558248295	0.9
5.66783626054856	1
4.74257918789652	0.9
5.04683460332968	0.85
3.3794200888818	0.95
2.17891327517628	0.95
4.83983191938806	1
